Location,Latitude,Longitude,Multi-Story?,Total Insured Value,Premium,Losses - Non Catastrophe,PolicyYear,At Risk?,Risk Category,Region,Year Hurricane Encounters,PolicyResultLookup,LocationLookup
91,10.3,-27.4,Yes,"2,185,815","18,908",0,2015, At Risk ,Medium Risk,South,0,2015 - 91,10.3-27.4
91,10.3,-27.4,Yes,"2,226,690","19,286",0,2016, At Risk ,Medium Risk,South,0,2016 - 91,10.3-27.4
92,40,-67.3,No,"194,049",717,0,1998, At Risk ,Medium Risk,Northeast,1,1998 - 92,40-67.3
92,40,-67.3,No,"197,814",731,0,1999, At Risk ,Medium Risk,Northeast,0,1999 - 92,40-67.3
92,40,-67.3,No,"200,900",746,0,2000, At Risk ,Medium Risk,Northeast,1,2000 - 92,40-67.3
92,40,-67.3,No,"205,822",761,0,2001, At Risk ,Medium Risk,Northeast,0,2001 - 92,40-67.3
92,40,-67.3,No,"209,218",776,0,2002, At Risk ,Medium Risk,Northeast,1,2002 - 92,40-67.3
92,40,-67.3,No,"214,176",791,0,2003, At Risk ,Medium Risk,Northeast,0,2003 - 92,40-67.3
92,40,-67.3,No,"217,710",807,0,2004, At Risk ,Medium Risk,Northeast,0,2004 - 92,40-67.3
92,40,-67.3,No,"221,825",823,0,2005, At Risk ,Medium Risk,Northeast,0,2005 - 92,40-67.3
92,40,-67.3,No,"226,150",840,0,2006, At Risk ,Medium Risk,Northeast,1,2006 - 92,40-67.3
92,40,-67.3,No,"230,266",857,0,2007, At Risk ,Medium Risk,Northeast,0,2007 - 92,40-67.3
92,40,-67.3,No,"235,839",874,0,2008, At Risk ,Medium Risk,Northeast,1,2008 - 92,40-67.3
92,40,-67.3,No,"209,078",891,0,2009, At Risk ,Medium Risk,Northeast,1,2009 - 92,40-67.3
92,40,-67.3,No,"224,612",909,0,2010, At Risk ,Medium Risk,Northeast,0,2010 - 92,40-67.3
92,40,-67.3,No,"244,911",927,0,2011, At Risk ,Medium Risk,Northeast,0,2011 - 92,40-67.3
92,40,-67.3,No,"252,339",946,0,2012, At Risk ,Medium Risk,Northeast,0,2012 - 92,40-67.3
92,40,-67.3,No,"262,071",965,0,2013, At Risk ,Medium Risk,Northeast,0,2013 - 92,40-67.3
92,40,-67.3,No,"268,361",984,0,2014, At Risk ,Medium Risk,Northeast,0,2014 - 92,40-67.3
92,40,-67.3,No,"273,594","1,004",0,2015, At Risk ,Medium Risk,Northeast,0,2015 - 92,40-67.3
92,40,-67.3,No,"279,941","1,024","9,767",2016, At Risk ,Medium Risk,Northeast,0,2016 - 92,40-67.3
93,18.4,-75.6,Yes,"305,324","1,081",0,1990, At Risk ,Medium Risk,South,0,1990 - 93,18.4-75.6
93,18.4,-75.6,Yes,"311,278","1,102",0,1991, At Risk ,Medium Risk,South,0,1991 - 93,18.4-75.6
93,18.4,-75.6,Yes,"317,877","1,124","10,019",1992, At Risk ,Medium Risk,South,0,1992 - 93,18.4-75.6
93,18.4,-75.6,Yes,"323,186","1,147",0,1993, At Risk ,Medium Risk,South,0,1993 - 93,18.4-75.6
93,18.4,-75.6,Yes,"330,231","1,170",0,1994, At Risk ,Medium Risk,South,1,1994 - 93,18.4-75.6
93,18.4,-75.6,Yes,"337,860","1,193",0,1995, At Risk ,Medium Risk,South,0,1995 - 93,18.4-75.6
93,18.4,-75.6,Yes,"343,029","1,217",0,1996, At Risk ,Medium Risk,South,0,1996 - 93,18.4-75.6
93,18.4,-75.6,Yes,"349,409","1,241",0,1997, At Risk ,Medium Risk,South,0,1997 - 93,18.4-75.6
93,18.4,-75.6,Yes,"357,306","1,266",0,1998, At Risk ,Medium Risk,South,0,1998 - 93,18.4-75.6
93,18.4,-75.6,Yes,"364,273","1,292",0,1999, At Risk ,Medium Risk,South,0,1999 - 93,18.4-75.6
93,18.4,-75.6,Yes,"371,705","1,317",0,2000, At Risk ,Medium Risk,South,1,2000 - 93,18.4-75.6
93,18.4,-75.6,Yes,"378,544","1,344",0,2001, At Risk ,Medium Risk,South,0,2001 - 93,18.4-75.6
93,18.4,-75.6,Yes,"386,266","1,371",0,2002, At Risk ,Medium Risk,South,1,2002 - 93,18.4-75.6
93,18.4,-75.6,Yes,"393,798","1,398",0,2003, At Risk ,Medium Risk,South,0,2003 - 93,18.4-75.6
93,18.4,-75.6,Yes,"402,541","1,426",0,2004, At Risk ,Medium Risk,South,0,2004 - 93,18.4-75.6
93,18.4,-75.6,Yes,"411,759","1,455",0,2005, At Risk ,Medium Risk,South,1,2005 - 93,18.4-75.6
93,18.4,-75.6,Yes,"419,788","1,484",0,2006, At Risk ,Medium Risk,South,1,2006 - 93,18.4-75.6
93,18.4,-75.6,Yes,"426,631","1,513",0,2007, At Risk ,Medium Risk,South,1,2007 - 93,18.4-75.6
93,18.4,-75.6,Yes,"434,651","1,544",0,2008, At Risk ,Medium Risk,South,1,2008 - 93,18.4-75.6
93,18.4,-75.6,Yes,"337,931","1,575",0,2009, At Risk ,Medium Risk,South,0,2009 - 93,18.4-75.6
93,18.4,-75.6,Yes,"388,086","1,606",0,2010, At Risk ,Medium Risk,South,1,2010 - 93,18.4-75.6
93,18.4,-75.6,Yes,"438,712","1,638",0,2011, At Risk ,Medium Risk,South,0,2011 - 93,18.4-75.6
93,18.4,-75.6,Yes,"446,624","1,671",0,2012, At Risk ,Medium Risk,South,0,2012 - 93,18.4-75.6
93,18.4,-75.6,Yes,"482,144","1,704",0,2013, At Risk ,Medium Risk,South,0,2013 - 93,18.4-75.6
93,18.4,-75.6,Yes,"491,932","1,738",0,2014, At Risk ,Medium Risk,South,0,2014 - 93,18.4-75.6
93,18.4,-75.6,Yes,"499,655","1,773",0,2015, At Risk ,Medium Risk,South,0,2015 - 93,18.4-75.6
93,18.4,-75.6,Yes,"508,149","1,809",0,2016, At Risk ,Medium Risk,South,0,2016 - 93,18.4-75.6
94,24.4,-42.9,Yes,"660,931","3,058","22,687",1998, At Risk ,Low Risk,South,1,1998 - 94,24.4-42.9
94,24.4,-42.9,Yes,"673,093","3,119",0,1999, At Risk ,Low Risk,South,0,1999 - 94,24.4-42.9
94,24.4,-42.9,Yes,"685,477","3,181",0,2000, At Risk ,Low Risk,South,0,2000 - 94,24.4-42.9
94,24.4,-42.9,Yes,"700,489","3,245",0,2001, At Risk ,Low Risk,South,0,2001 - 94,24.4-42.9
94,24.4,-42.9,Yes,"713,308","3,310",0,2002, At Risk ,Low Risk,South,0,2002 - 94,24.4-42.9
94,24.4,-42.9,Yes,"726,576","3,376",0,2003, At Risk ,Low Risk,South,1,2003 - 94,24.4-42.9
94,24.4,-42.9,Yes,"738,201","3,443","73,029",2004, At Risk ,Low Risk,South,0,2004 - 94,24.4-42.9
95,24.4,-42.9,Yes,"749,496","3,512","31,469",2005, At Risk ,Low Risk,South,0,2005 - 95,24.4-42.9
95,24.4,-42.9,Yes,"767,783","3,582",0,2006, At Risk ,Low Risk,South,1,2006 - 95,24.4-42.9
95,24.4,-42.9,Yes,"779,607","3,654",0,2007, At Risk ,Low Risk,South,0,2007 - 95,24.4-42.9
95,24.4,-42.9,Yes,"798,630","3,727",0,2008, At Risk ,Low Risk,South,0,2008 - 95,24.4-42.9
95,24.4,-42.9,Yes,"599,082","3,802",0,2009, At Risk ,Low Risk,South,0,2009 - 95,24.4-42.9
95,24.4,-42.9,Yes,"769,057","3,878",0,2010, At Risk ,Low Risk,South,0,2010 - 95,24.4-42.9
96,24.4,-42.9,Yes,"827,804","3,955",0,2011, At Risk ,Low Risk,South,0,2011 - 96,24.4-42.9
96,24.4,-42.9,Yes,"847,095","4,034",0,2012, At Risk ,Low Risk,South,0,2012 - 96,24.4-42.9
96,24.4,-42.9,Yes,"885,541","4,115",0,2013, At Risk ,Low Risk,South,0,2013 - 96,24.4-42.9
97,24.4,-42.9,Yes,"903,075","4,197",0,2014, At Risk ,Low Risk,South,0,2014 - 97,24.4-42.9
97,24.4,-42.9,Yes,"917,795","4,281",0,2015, At Risk ,Low Risk,South,0,2015 - 97,24.4-42.9
97,24.4,-42.9,Yes,"937,895","4,367",0,2016, At Risk ,Low Risk,South,0,2016 - 97,24.4-42.9
98,12.1,-46.4,No,"195,022","1,719",0,1987, At Risk ,Medium Risk,South,1,1987 - 98,12.1-46.4
98,12.1,-46.4,No,"199,683","1,754",0,1988, At Risk ,Medium Risk,South,0,1988 - 98,12.1-46.4
98,12.1,-46.4,No,"203,576","1,789",0,1989, At Risk ,Medium Risk,South,1,1989 - 98,12.1-46.4
98,12.1,-46.4,No,"208,116","1,825",0,1990, At Risk ,Medium Risk,South,1,1990 - 98,12.1-46.4
99,12.1,-46.4,No,"211,592","1,861",0,1991, At Risk ,Medium Risk,South,1,1991 - 99,12.1-46.4
99,12.1,-46.4,No,"215,993","1,898",0,1992, At Risk ,Medium Risk,South,0,1992 - 99,12.1-46.4
99,12.1,-46.4,No,"220,356","1,936",0,1993, At Risk ,Medium Risk,South,0,1993 - 99,12.1-46.4
99,12.1,-46.4,No,"225,204","1,975",0,1994, At Risk ,Medium Risk,South,0,1994 - 99,12.1-46.4
99,12.1,-46.4,No,"230,271","2,015",0,1995, At Risk ,Medium Risk,South,1,1995 - 99,12.1-46.4
99,12.1,-46.4,No,"234,485","2,055","96,035",1996, At Risk ,Medium Risk,South,0,1996 - 99,12.1-46.4
99,12.1,-46.4,No,"240,276","2,096",0,1997, At Risk ,Medium Risk,South,1,1997 - 99,12.1-46.4
99,12.1,-46.4,No,"246,139","2,138",0,1998, At Risk ,Medium Risk,South,0,1998 - 99,12.1-46.4
99,12.1,-46.4,No,"251,727","2,181",0,1999, At Risk ,Medium Risk,South,0,1999 - 99,12.1-46.4
99,12.1,-46.4,No,"255,754","2,224",0,2000, At Risk ,Medium Risk,South,0,2000 - 99,12.1-46.4
99,12.1,-46.4,No,"259,770","2,269",0,2001, At Risk ,Medium Risk,South,1,2001 - 99,12.1-46.4
100,12.1,-46.4,No,"269,467","2,360",0,2003, At Risk ,Medium Risk,South,1,2003 - 100,12.1-46.4
100,12.1,-46.4,No,"275,314","2,408",0,2004, At Risk ,Medium Risk,South,0,2004 - 100,12.1-46.4
100,12.1,-46.4,No,"281,096","2,456",0,2005, At Risk ,Medium Risk,South,0,2005 - 100,12.1-46.4
100,12.1,-46.4,No,"287,842","2,505",0,2006, At Risk ,Medium Risk,South,0,2006 - 100,12.1-46.4
100,12.1,-46.4,No,"293,167","2,555",0,2007, At Risk ,Medium Risk,South,1,2007 - 100,12.1-46.4
100,12.1,-46.4,No,"299,412","2,606",0,2008, At Risk ,Medium Risk,South,0,2008 - 100,12.1-46.4
100,12.1,-46.4,No,"263,610","2,658",0,2009, At Risk ,Medium Risk,South,0,2009 - 100,12.1-46.4
100,12.1,-46.4,No,"280,934","2,711",0,2010, At Risk ,Medium Risk,South,0,2010 - 100,12.1-46.4
100,12.1,-46.4,No,"308,637","2,766",0,2011, At Risk ,Medium Risk,South,0,2011 - 100,12.1-46.4
100,12.1,-46.4,No,"305,863","2,821",0,2012, At Risk ,Medium Risk,South,0,2012 - 100,12.1-46.4
100,12.1,-46.4,No,"330,667","2,877",0,2013, At Risk ,Medium Risk,South,0,2013 - 100,12.1-46.4
100,12.1,-46.4,No,"338,801","2,935",0,2014, At Risk ,Medium Risk,South,0,2014 - 100,12.1-46.4
100,12.1,-46.4,No,"346,153","2,993",0,2015, At Risk ,Medium Risk,South,0,2015 - 100,12.1-46.4
100,12.1,-46.4,No,"354,184","3,053",0,2016, At Risk ,Medium Risk,South,0,2016 - 100,12.1-46.4
